exp,dev_stage,tissue,area,x,y,perimeter
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,159.55,14.29,15.24,45.94
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,164.64,12.38,16.83,47.46
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,164.71,14.92,14.6,46.67
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,109.07,13.97,10.79,38.29
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,198.78,17.78,14.92,50.92
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,106.14,12.06,11.75,37.09
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,58.14,13.02,6.03,31.35
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,107.74,14.6,10.48,38.42
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,121.6,11.75,13.65,39.93
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,162.7,16.51,13.97,46.76
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,113.49,14.92,10.79,41.97
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,157.64,14.92,13.33,45.44
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,12.96,2.86,5.71,14.7
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,65.93,10.16,8.57,29.48
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,79.47,10.48,10.48,32.13
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,83.49,12.38,10.16,35.22
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,32.56,5.4,8.25,21.58
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,113.86,15.24,10.16,40.01
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,87.96,19.68,7.62,44.87
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,106.7,13.97,10.79,38.73
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,68.79,10.79,8.89,31.22
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,76.73,13.65,7.3,34.23
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,48.86,8.89,7.3,25.41
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,119.11,14.29,11.43,39.97
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,57.97,9.84,7.62,27.88
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,127.14,14.6,12.38,41.37
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,165.4,13.33,16.19,46.96
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,107.58,11.75,11.75,37.48
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,38.82,8.89,6.67,23.79
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,126.47,14.29,11.75,41.12
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,132.7,14.29,12.7,41.82
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,142.95,15.56,12.7,43.57
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,38.87,8.57,5.71,23.13
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,133.16,13.02,14.6,41.78
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,79.92,10.16,13.02,35.35
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,79.04,14.29,8.57,36.04
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,121.13,11.11,14.6,40.92
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,112.48,13.97,10.48,39.33
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,114.68,14.6,11.11,40.2
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,126.48,15.56,10.16,42.55
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,128.52,14.6,12.06,41.49
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,128.97,12.06,14.29,41.71
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,115.24,12.06,13.33,39.71
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,85.55,9.84,12.06,34
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,32.2,6.98,6.35,21.22
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,167.88,15.56,13.97,46.92
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,157.26,14.29,14.6,45.93
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,123.61,16.83,10.16,43.36
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,115.25,14.6,11.43,40.41
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,180.17,15.24,15.56,48.14
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,84.61,12.06,9.52,34.01
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,137.35,15.24,12.06,42.76
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,165.47,15.56,13.33,46.53
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,174.65,15.87,14.92,47.9
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,86.34,11.11,10.79,34.14
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,175.89,14.29,16.19,47.52
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,201.13,21.9,12.7,54.32
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,105.95,13.33,11.11,38.44
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,170.65,17.46,13.02,47.88
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,109.22,12.7,11.75,38.23
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,45.94,7.62,8.89,25.93
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,81.15,10.16,10.48,32.74
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,145.03,13.33,15.24,44.89
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,163.7,16.83,11.75,47.32
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,136.01,12.38,14.92,43.14
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,150.69,15.87,14.6,47.86
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,147.38,15.24,13.33,44.33
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,228.23,20.32,15.87,55.49
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,198.5,19.37,13.33,53.13
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,61.16,10.48,8.57,29.22
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,73.85,13.02,7.62,33.69
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,104.81,13.65,10.79,38.18
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,160.1,14.29,14.6,45.42
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,136.44,15.24,11.75,42.16
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,207.82,19.37,13.97,53.35
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,112.05,13.97,11.43,39.29
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,115.3,12.06,13.02,39.46
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,94.33,11.43,11.75,35.05
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,186.69,15.56,15.24,49.01
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,112.32,11.11,12.7,38.34
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,136.65,13.33,12.7,42.27
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,119.59,12.7,12.38,39.91
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,89.19,9.84,13.33,35.48
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,137.82,14.6,13.02,43.1
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,89.35,10.16,12.38,34.79
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,67.56,12.7,6.98,31.87
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,131.05,14.92,10.79,42.18
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,153.08,17.14,11.43,46.04
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,133.67,14.6,12.38,42.46
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,236.78,18.73,16.19,55.39
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,247.28,18.41,17.46,56.22
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,73.41,10.48,9.21,31.2
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,127.93,14.6,11.11,41.28
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,102.05,13.97,11.75,38.79
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,160.64,14.6,14.6,45.5
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,149.63,17.46,11.75,45.77
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,50.35,9.52,7.3,26.38
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,142.61,14.29,13.02,43.23
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,138.55,12.06,15.24,42.83
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,180.75,15.56,14.92,48.08
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,164.49,14.29,14.92,45.78
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,184.87,16.83,15.87,49.58
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,211.54,17.46,16.51,53.26
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,123.89,13.33,12.06,40.45
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,96.2,12.7,11.11,36.93
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,100.84,15.24,8.89,39
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,140.24,15.87,11.75,43.33
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,173.18,15.56,13.97,47.76
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,136.52,15.87,11.75,43.3
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,151.22,19.05,10.79,47.45
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,138.19,19.37,9.84,47.42
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,136.51,16.19,11.43,44.61
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,92,15.87,7.94,38.15
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,200.09,20.32,13.33,53.41
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,275.53,22.86,15.24,62.87
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,110.28,12.06,12.06,38.04
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,71.95,11.75,8.25,32.06
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,180.87,22.86,11.11,56.62
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,111.4,13.65,11.11,38.49
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,120.09,16.19,11.75,42.66
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,121.42,14.29,12.06,40.35
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,137.73,14.92,12.7,42.86
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,339.42,28.25,14.92,70.99
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,245.75,18.1,18.1,56.24
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,253.54,19.37,17.78,57.62
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,187.38,18.1,13.02,50.22
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,190.07,17.46,13.02,50.3
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,134.93,13.65,12.7,42.22
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,230.2,19.68,15.56,56.17
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,177.98,14.92,14.92,47.82
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,183.85,16.83,13.97,49.02
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,157.64,15.87,13.65,46.36
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,181.53,13.97,18.1,50.08
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,108.14,15.24,9.84,40.26
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,222.59,21.59,13.65,55.61
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,245.9,17.14,19.05,57.74
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,262.97,22.86,17.14,61.83
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,123.33,14.29,10.79,40.73
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,168.11,16.19,14.6,47.48
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,165.66,16.51,13.02,46.98
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,186.74,15.56,16.51,49.56
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,218.32,22.22,12.7,57.58
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,159.55,14.29,15.24,45.94
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,164.64,12.38,16.83,47.46
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,164.71,14.92,14.6,46.67
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,109.07,13.97,10.79,38.29
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,198.78,17.78,14.92,50.92
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,106.14,12.06,11.75,37.09
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,58.14,13.02,6.03,31.35
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,107.74,14.6,10.48,38.42
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,121.6,11.75,13.65,39.93
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,162.7,16.51,13.97,46.76
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,113.49,14.92,10.79,41.97
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,157.64,14.92,13.33,45.44
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,12.96,2.86,5.71,14.7
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,65.93,10.16,8.57,29.48
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,79.47,10.48,10.48,32.13
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,83.49,12.38,10.16,35.22
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,32.56,5.4,8.25,21.58
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,113.86,15.24,10.16,40.01
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,87.96,19.68,7.62,44.87
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,106.7,13.97,10.79,38.73
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,68.79,10.79,8.89,31.22
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,76.73,13.65,7.3,34.23
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,48.86,8.89,7.3,25.41
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,119.11,14.29,11.43,39.97
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,57.97,9.84,7.62,27.88
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,127.14,14.6,12.38,41.37
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,165.4,13.33,16.19,46.96
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,107.58,11.75,11.75,37.48
AcetylTub-647 MBP-594 NF-488 20x,Pre-hatch,DRG,38.82,8.89,6.67,23.79
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,123.43,16.51,9.21,42.98
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,198.69,17.46,14.29,51.97
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,92.22,11.43,10.79,35.4
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,78,11.11,9.52,32.39
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,120.63,14.92,10.16,41.08
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,73.9,10.16,9.21,31.14
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,46.92,10.79,6.35,27.5
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,86.85,11.11,9.84,33.91
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,101.27,13.02,10.16,37.92
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,91.95,12.38,9.84,35.23
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,150.71,18.1,10.48,47.27
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,82.21,9.84,12.38,34.81
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,64.51,10.79,7.62,29.41
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,85.16,11.75,9.52,33.74
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,126.35,15.87,10.16,42.04
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,114.39,13.33,12.7,39.54
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,227.61,15.24,19.68,56.1
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,129.13,12.38,13.97,41.28
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,107.11,11.11,11.43,37.46
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,102.66,9.21,15.24,38.26
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,106.87,13.97,9.52,38.26
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,60.34,9.84,8.25,29.18
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,103.3,11.43,11.75,36.85
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,114.02,11.43,11.75,38.68
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,132.08,15.24,12.06,42.54
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,117.66,12.7,12.06,40.01
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,53.7,8.25,8.57,26.51
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,128.2,13.97,12.06,41.43
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,144.21,19.05,11.11,47.69
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,139.98,14.29,13.33,43.31
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,108.08,11.75,12.7,38.49
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,122.81,11.75,13.97,41.17
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,96.83,11.75,10.48,35.96
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,84.36,9.21,11.43,33.81
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,78.7,12.7,8.25,33.99
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,115.32,13.33,11.11,39.72
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,247.58,19.68,17.14,57.62
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,110.01,13.97,10.16,39.4
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,234.65,16.51,18.41,55.73
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,204.51,16.19,18.1,51.9
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,173.93,17.14,14.92,50
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,74.32,10.16,10.79,31.74
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,136.83,13.65,14.29,43.34
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,141.57,17.78,10.79,45.71
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,355.91,31.11,15.56,75.72
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,132.8,16.51,10.48,43.14
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,99.87,10.16,12.38,36.44
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,111.64,12.7,12.7,39.27
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,127.46,14.6,12.06,43.14
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,192.57,15.87,15.56,50.04
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,104.1,12.7,11.11,37.47
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,203.38,18.1,16.51,53.19
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,170.52,14.92,14.92,46.91
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,117.75,12.06,13.65,40.28
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,134.53,14.6,13.33,43.22
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,161.43,15.56,14.92,47.38
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,175.85,14.92,15.56,48.47
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,214.87,21.27,13.33,56.65
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,96.5,13.02,10.48,36.01
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,127.73,13.33,14.92,43.43
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,134.21,16.19,10.16,43.45
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,273.74,18.73,18.41,61.87
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,116.02,14.92,10.79,40.66
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,107.67,13.65,11.11,38.63
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,139.23,15.24,12.38,43.38
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,170.25,16.83,14.29,47.35
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,121.12,13.65,12.7,40.14
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,167.77,13.33,17.14,47.91
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,146.28,12.7,16.83,45.2
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,165.79,16.51,13.33,47.51
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,150.28,15.24,12.7,44.65
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,110.66,13.02,10.48,38.15
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,68.1,13.97,6.67,33.69
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,68.11,11.43,7.62,30.8
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,81.91,11.11,9.21,33.11
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,145.17,13.02,14.6,44.12
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,129.86,16.51,10.48,42.98
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,96.24,12.7,10.48,35.95
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,94.19,13.33,9.84,36.66
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,131.48,15.56,11.11,42.52
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,119.96,15.56,10.16,41.58
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,111.8,11.75,12.38,38.3
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,67.59,9.21,10.16,30.03
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,36.8,7.3,6.98,22.18
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,156.94,13.33,15.56,45.52
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,176.52,19.37,12.06,50.69
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,149.97,15.24,13.65,44.55
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,109.28,10.79,13.33,38.22
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,155.13,15.87,13.02,46.18
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,80.85,13.02,8.57,34.08
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,107.64,12.38,11.11,37.76
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,149.69,14.6,12.7,44.26
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,61.87,9.52,8.89,28.78
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,49.61,8.89,7.94,26.02
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,52.22,8.25,8.57,26.35
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,115.15,15.24,11.75,41.76
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,103.16,11.75,11.11,36.79
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,98.51,13.97,9.52,36.89
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,55.64,8.57,9.84,27.61
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,60.24,13.33,6.03,32
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,71.95,9.52,10.79,31.14
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,126.63,16.19,12.06,44.64
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,127.78,14.29,12.7,43.15
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,63.8,14.6,6.98,34.66
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,123.43,16.51,9.21,42.98
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,198.69,17.46,14.29,51.97
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,92.22,11.43,10.79,35.4
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,78,11.11,9.52,32.39
P2X3-594 ISL1-488 20x 1b,Pre-hatch,DRG,120.63,14.92,10.16,41.08
